Site ID,Longitude,Latitude,Sample Group,Date,Time Sampled,Source,Temp,DO,SC,Field pH,Lab pH,Alkalinity,Gas Rover Reading,F,Cl,SO4,Br,NO3,Al,Ba,Ca,Fe,K,Mg,Mn,Na,P,Si,Sr,Ti,Li,Be,Ni,Cu,As,Sr.1,Cd,Tl,Pb,U,87Sr/86Sr,87Sr/86Sr Error,87Sr/86Sr Ratio,Benzene,Toluene,Ethylbenzene,"m,p-Xylene",o-Xylene,Methane,Ethane,Propane,δ13C1(‰),δDC1(‰),δ13C2(‰),DIC (mg C/L),DIC (SD),DIC (mol/L C),[H+],[OH-],a0 [H2CO3],a1 [HCO3-],a2 [CO32-],Alk (eq/L),Alk (mg CaCO3/L),NEAR_UOG_DIST,Impoundment_DIST,Recent_Spill_DIST,TPI300,Near_Road_DIST,NEAR_MINE_DIST,NEAR_COG_DIST
Sample_029,-80.17,40.07,S,2024-06-25,10:30:00,well,14.5,30.7,906.0,3.15,,,<5,0.302,54.9,301,0.0283171521035598,2.15,8.57,<0.005,63.2,0.51,1.95,24.4,1.34,24.1,0.01,17.1,0.21,bd,104.0,1.66,56.5,47.8,0.7,189.76,<0.05,<0.05,11,0.32,0.712444,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0002,<0.0002,<0.0002,,,,6.96,0.22,0.00058,0.000707946,0.0,0.999292555,0.000707445,0.0,-0.000707535,-35.37677261,4136.680333,5433.849503,2459.036136,4.0,1779.515340083048,,
Sample_030,-80.22,40.14,I,2024-06-25,15:30:00,well,14.2,0.297,980.0,7.98,8.06,404,<5,1.04,60.5,22.5,0.046925566343042,0.098,0.01,0.22,25.0,0.01,2.67,4.01,0.03,192.0,0.02,2.92,0.29,bd,9.68,<0.05,0.29,0.23,0.13,251.51,<0.05,<0.05,0.44,0.35,0.712919,1e-05,,0.72,2.92,9.1,<0.08,<0.06,4.7,0.019,<0.0002,-74.26,-202.3,,104.42,0.55,0.008701667,1.047128548e-08,9.54992586e-07,0.020369878,0.974963653,0.004666469,0.008565965,428.2982681,7226.136581,1377.624398,7451.707124,1.0,140.0564741932729,,
Sample_031,-80.23,40.13,I,2024-06-25,17:00:00,well,13.7,0.403,864.0,7.11,7.54,265,<5,0.106,115.0,14.7,0.0542071197411003,0.213,0.01,0.24,87.4,0.45,3.1,17.7,0.07,57.8,0.01,7.28,1.5,bd,11.7,<0.05,0.21,0.09,<0.05,1368.54,<0.05,<0.05,0.4,<0.05,0.712927,9e-06,,0.45,3.29,9.49,<0.08,<0.06,0.05,<0.0001,<0.0002,,,,65.98,0.36,0.005498333,7.762471166e-08,1.288249552e-07,0.134035483,0.865405764,0.000558753,0.004764485,238.224249,7952.195683,1464.747463,7918.144804,4.0,935.044925107858,,
Sample_032,-80.21,40.13,I,2024-06-26,11:00:00,well,13.3,0.365,712.0,7.24,7.57,268,<5,0.122,75.6,6.61,0.0889967637540453,0.265,0.01,0.43,66.3,0.13,2.97,14.3,0.03,58.3,0.01,7.89,1.1,bd,12.3,<0.05,0.2,0.12,<0.05,974.52,<0.05,0.17,0.42,<0.05,0.712946,1.5e-05,,<0.04,<0.04,0.36,<0.08,<0.06,0.08,<0.0002,<0.0002,,,,64.82,0.66,0.005401667,5.754399373e-08,1.737800829e-07,0.102910074,0.896309273,0.000780653,0.004850114,242.5056907,6948.312048,1211.294398,7151.023495,2.0,19.14753584514766,,
Sample_033,-80.37,40.24,I,2024-06-26,17:00:00,well,13.0,1.93,687.0,6.95,7.42,313,<5,0.066,18.2,35.1,0.0364077669902912,3.16,0.01,0.16,107.0,<0.005,1.35,20.8,<0.005,8.71,0.01,5.18,0.48,bd,6.94,<0.05,0.6,4.88,0.22,429.31,<0.05,<0.05,1.59,0.34,0.711709,1.4e-05,,0.56,3.14,9.37,<0.08,<0.06,0.0002,<0.0002,<0.0002,,,,84.46,0.29,0.007038333,1.122018454e-07,8.912509381e-08,0.182854428,0.816780729,0.000364843,0.005753888,287.6943861,3492.904832,881.9004267,13738.95516,5.0,1392.609459432849,,
Sample_034,-80.27,40.32,HS,2024-06-27,09:00:00,well,14.3,4.33,760.0,7.36,7.72,230,<5,0.22,86.1,34.9,0.0396440129449838,6.34,0.01,0.11,60.4,<0.005,2.66,20.0,<0.005,62.9,0.01,5.06,1.33,bd,15.2,<0.05,0.92,3.83,0.08,1182.85,<0.05,<0.05,0.52,0.32,0.711559,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.00074,<0.0001,<0.0002,,,,55.26,0.12,0.004605,4.365158322e-08,2.290867653e-07,0.080033814,0.918911135,0.001055051,0.004241488,212.0744116,1187.950635,2610.457838,6821.447122,5.0,815.9710979642491,130.7397127464032,
Sample_035,-80.32,40.32,HS/I,2024-06-27,11:00:00,well,13.1,0.514,669.0,6.94,7.1,269,<5,0.126,7.1,74.7,0.0307443365695792,0.143,0.01,0.06,106.0,0.13,1.67,14.7,0.43,13.3,0.01,7.09,0.63,bd,15.0,<0.05,1.11,0.82,0.53,550.39,<0.05,<0.05,0.44,0.17,0.711544,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0025,<0.0001,<0.0002,,,,71.28,0.19,0.00594,1.148153621e-07,8.7096359e-08,0.186321617,0.813323355,0.000355029,0.004835331,241.7665374,1487.15354,1491.826417,7068.323567,4.0,2508.591341523679,,
Sample_036,-80.38,40.3,C,2024-06-27,14:00:00,well,14.3,0.736,499.0,7.44,7.52,233,<5,0.283,1.59,35.2,0.0283171521035598,0.306,0.01,0.06,46.6,<0.005,2.59,19.3,<0.005,31.8,0.01,5.66,1.77,bd,15.7,<0.05,0.05,2.03,0.07,1455.56,<0.05,<0.05,0.35,<0.05,0.711647,1.3e-05,,<0.04,2.86,9.15,<0.08,<0.06,0.00033,<0.0001,<0.0002,,,,59.69,0.67,0.004974167,3.630780548e-08,2.754228703e-07,0.067463194,0.931251321,0.001285485,0.004645227,232.2613412,6282.415955,5307.716184,10429.76846,4.0,1810.039021692315,,
Sample_037,-80.4,40.24,HS,2024-06-27,16:00:00,well,15.1,7.28,856.0,7.08,7.69,252,<5,0.057,102.0,38.5,0.0404530744336569,6.2,0.01,0.09,111.0,<0.005,2.04,27.4,<0.005,15.5,0.01,4.89,0.57,bd,7.55,<0.05,0.46,8.09,0.42,501.36,<0.05,<0.05,0.64,0.68,0.712156,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0006,<0.0002,<0.0002,,,,64.31,0.45,0.005359167,8.317637711e-08,1.202264435e-07,0.142263161,0.857220313,0.000516526,0.00459956,229.9779939,368.6643274,3317.83571,12627.37172,6.0,30.31223599420347,,
Sample_038,-80.14,40.07,S,2024-06-27,19:00:00,well,13.7,7.26,589.0,7.03,7.2,263,<5,0.102,4.5,39.5,0.029126213592233,7.52,0.01,0.07,76.7,<0.005,2.67,25.6,<0.005,9.87,0.02,5.74,0.61,bd,9.08,<0.05,0.36,6.54,0.06,530.0,<0.05,<0.05,0.55,0.78,0.713063,1.1e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,72.99,0.4,0.0060825,9.332543008e-08,1.071519305e-07,0.156906999,0.842640476,0.000452525,0.005130879,256.5439743,2784.791798,7379.900907,1967.658394,5.0,3786.271483981786,766.3431404847315,
Sample_039,-80.27,40.32,HS,2024-06-28,08:00:00,well,15.1,5.7,687.0,7.62,7.8,304,<5,0.32,35.8,26.8,0.0444983818770226,0.794,<0.01,0.24,33.8,<0.005,2.69,12.8,<0.005,99.9,0.01,5.52,1.06,bd,17.6,<0.05,0.22,1.95,0.34,945.97,<0.05,<0.05,0.36,0.21,0.711672,7e-06,,0.39,3.13,9.17,<0.08,<0.06,0.00053,<0.0001,<0.0002,,,,72.73,0.28,0.006060833,2.398832919e-08,4.168693835e-07,0.045585889,0.952424215,0.001989896,0.005796998,289.8499084,1670.855298,2538.16801,7626.323327,2.0,175.8732954441849,192.7174605425059,
Sample_040,-80.29,40.33,HS/I,2024-06-28,10:00:00,well,13.6,0.529,646.0,6.96,7.38,307,<5,0.153,10.6,38.3,0.0200803212851405,0.146,0.01,0.11,90.1,0.01,1.76,27.9,0.07,5.7,0.01,9.62,0.68,bd,12.1,<0.05,0.12,1.17,<0.05,591.47,<0.05,<0.05,0.53,<0.05,0.711141,9e-06,,0.74,2.92,9.21,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,83.42,0.52,0.006951667,1.096478196e-07,9.120108394e-08,0.179437497,0.820187605,0.000374898,0.005706865,285.3432361,789.1003345,1876.124736,5437.468241,4.0,2504.539840641884,460.6387812729719,
Sample_041,-80.24,40.1,I,2024-06-28,14:00:00,well,13.8,0.413,654.0,7.01,7.47,269,<5,0.105,21.7,53,0.0281124497991967,0.289,0.01,0.14,92.5,<0.005,1.78,13.5,<0.005,6.94,0.03,6.76,0.53,bd,13.2,<0.05,0.45,5.01,0.09,463.64,<0.05,<0.05,0.52,0.21,0.712443,1.1e-05,,<0.04,<0.04,9.1,<0.08,<0.06,0.028,<0.0002,<0.0002,,,,67.61,0.24,0.005634167,9.77237221e-08,1.023292992e-07,0.163099035,0.83647197,0.000428994,0.004717661,235.8830574,9677.877789,1655.623605,8016.466164,2.0,2749.189001769991,,968.9117372167
Sample_042,-80.1,40.14,HS/S,2024-07-15,11:00:00,well,13.6,2.93,671.0,7.19,7.6,385,<5,0.365,16.2,32.9,0.0273092369477911,1.12,<0.01,0.16,41.0,<0.005,2.7,25.2,0.01,76.3,0.02,5.27,0.46,bd,13.1,<0.05,0.78,4.67,<0.05,358.893,<0.05,0.21,0.2,0.26,0.711538,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.027,<0.0002,<0.0002,,,,84.47,0.51,0.007039167,6.45654229e-08,1.548816619e-07,0.114044634,0.88526818,0.000687187,0.006241315,312.0657511,1569.795792,10071.92552,1916.003352,4.0,2434.991612575428,0.0,
Sample_043,-80.22,40.34,Extra,2024-07-15,13:00:00,well,13.4,8.4,2880.0,6.99,7.46,262,<5,0.04,584.0,58.8,0.1236947791164658,9.08,0.01,0.16,295.0,<0.005,4.8,53.7,<0.005,190.0,0.01,6.15,1.07,bd,18.3,<0.05,0.46,8.29,<0.05,849.915,<0.05,0.14,0.3,0.97,0.711157,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0002,<0.0001,<0.0002,,,,74.73,0.211,0.0062275,1.023292992e-07,9.77237221e-08,0.169486153,0.830107278,0.000406569,0.005174552,258.7276143,4879.058164,6803.134953,7874.887304,5.0,1656.997606793987,35.50782816490928,
Sample_044,-80.34,40.38,Extra,2024-07-15,15:00:00,well,18.8,0.94,230.0,7.48,7.08,43,<5,0.196,11.0,39.4,0.0353413654618473,3.46,0.02,0.04,22.5,<0.005,1.95,4.09,<0.005,15.7,0.11,1.05,0.14,bd,2.24,<0.05,0.47,1.47,0.14,124.146,<0.05,<0.05,0.15,0.07,0.711349,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.004,<0.0002,<0.0002,,,,11.32,0.021,0.000943333,3.311311215e-08,3.01995172e-07,0.061886852,0.936695403,0.001417746,0.00088656,44.32798462,4670.468787,6978.975171,4375.020803,6.0,4228.059492702575,0.0,
Sample_045,-80.05,40.1,Extra,2024-07-15,18:30:00,well,14.7,7.87,923.0,6.72,7.02,282,<5,0.102,2.78,225,0.0257028112449799,0.404,0.01,0.08,183.0,<0.005,2.24,13.3,<0.005,5.3,0.01,6.56,0.57,bd,19.7,<0.05,0.28,9.46,<0.05,429.704,<0.05,<0.05,0.22,0.33,0.712125,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,88.75,1.021,0.007395833,1.905460718e-07,5.248074602e-08,0.275409272,0.724400192,0.000190537,0.005360223,268.0111687,3821.920623,14064.53399,4374.332441,6.0,302.8549107630203,0.0,
Sample_046,-80.29,40.34,HS,2024-07-16,08:00:00,spring,16.2,5.67,818.0,6.6,6.99,223,<5,0.147,88.7,43.7,0.0401606425702811,16.5,0.01,0.09,86.8,<0.005,3.47,22.9,<0.005,44.6,0.03,5.6,0.45,bd,8.47,<0.05,0.31,5.53,<0.05,347.697,<0.05,0.06,0.49,0.64,0.711821,1.1e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,66.39,0.158,0.0055325,2.511886432e-07,3.981071706e-08,0.333816207,0.666050898,0.000132895,0.003686186,184.3092848,899.5491181,2436.199765,5005.522299,4.0,2804.516021545283,56.73647486961064,
Sample_047,-80.28,40.34,HS,2024-07-16,09:00:00,well,13.0,1.36,717.0,6.55,7.04,192,<5,0.186,82.0,34.7,0.0273092369477911,10.6,0.01,0.05,66.8,<0.005,2.62,16.8,0.05,55.0,0.04,5.58,0.25,bd,5.58,<0.05,0.46,4.12,<0.05,210.757,<0.05,<0.05,0.14,0.49,0.712099,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0069,<0.0002,<0.0002,,,,60.17,0.053,0.005014167,2.818382931e-07,3.548133892e-08,0.359894037,0.639992155,0.000113808,0.003209922,160.4961141,797.5703176,2442.387858,5067.506682,4.0,2728.565143019382,3.839604549914083,
Sample_048,-80.29,40.34,HS,2024-07-16,10:00:00,well,14.8,3.76,591.0,7.12,7.24,296,<5,0.176,3.76,23.6,0.0208835341365461,1.52,0.01,0.12,50.5,<0.005,3.05,16.2,0.01,62.2,0.03,8.9,1.41,bd,14.0,<0.05,0.12,2.45,2.62,1097.794,<0.05,<0.05,0.07,<0.05,0.711587,1.2e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0015,<0.0001,<0.0002,,,,81.89,0.246,0.006824167,7.58577575e-08,1.318256739e-07,0.131383607,0.868042883,0.00057351,0.005931553,296.5776367,1169.464231,2489.704947,4805.915122,3.0,3047.693964881639,316.0070173653378,
Sample_049,-80.39,40.25,HS/I,2024-07-16,11:00:00,well,13.5,2.66,606.0,6.91,7.49,290,<5,0.098,8.96,50.4,0.0208835341365461,0.378,0.01,0.13,102.0,0.01,1.61,14.3,0.09,5.39,0.01,8.33,0.41,bd,8.22,<0.05,0.08,0.38,0.16,322.906,<0.05,<0.05,0.07,0.06,0.711802,1e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0003,<0.0002,<0.0002,,,,76.19,0.07,0.006349167,1.230268771e-07,8.128305162e-08,0.197026385,0.802646633,0.000326982,0.005100248,255.0123818,1761.52179,1793.154183,13392.82778,6.0,783.5816084661877,,
Sample_050,-80.37,40.23,I,2024-07-16,13:00:00,well,14.3,0.725,658.0,7.0,7.0,296,<5,0.11,15.4,42.1,0.0257028112449799,0.304,0.01,0.1,101.0,0.09,1.59,20.0,0.26,7.69,0.01,7.52,0.45,bd,8.85,<0.05,0.21,0.36,0.21,364.679,<0.05,<0.05,0.28,<0.05,0.711287,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0015,<0.0002,<0.0002,,,,81.53,0.246,0.006794167,1e-07,1e-07,0.166268061,0.833314293,0.000417646,0.005667351,283.3675656,3373.155094,1875.62438,12765.19371,2.0,398.2037373041228,,
Sample_051,-80.46,40.25,HS,2024-07-17,09:00:00,well,13.9,3.02,1022.0,6.9,7.4,320,8,0.073,96.0,63.8,0.0305220883534136,9.07,0.01,0.1,116.0,0.01,2.67,26.4,<0.005,67.1,0.01,5.11,0.56,bd,6.63,<0.05,1.23,3.36,<0.05,437.503,<0.05,<0.05,0.18,0.41,0.711354,1.1e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,92.85,0.123,0.0077375,1.258925412e-07,7.943282347e-08,0.200696151,0.798985767,0.000318082,0.006187028,309.3514116,691.2160397,5724.505272,13505.85061,5.0,52.41313433085784,150.7854280058729,
Sample_052,-80.4,40.29,C,2024-07-17,12:00:00,well,13.6,9.92,813.0,8.1,7.91,370,<5,0.999,30.3,24.4,0.0827309236947791,1.58,<0.01,0.07,8.35,<0.005,2.03,3.1,<0.005,191.0,0.04,4.2,0.27,bd,16.7,<0.05,0.24,0.29,1.94,232.323,<0.05,<0.05,0.06,<0.05,0.711756,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.017,<0.0002,<0.0002,,,,95.95,0.528,0.007995833,7.943282347e-09,1.258925412e-06,0.015505356,0.97832185,0.006172794,0.007922463,396.1231349,5243.691011,5102.716329,10601.66646,4.0,1233.542260040228,,
Sample_053,-80.3,40.06,Extra,2024-07-17,14:00:00,well,13.6,0.321,987.0,8.87,8.86,441,<5,0.98,60.6,<0.06,0.3461847389558233,0.196,<0.01,0.21,1.48,<0.005,1.33,0.66,0.01,249.0,0.29,4.55,0.1,bd,10.3,<0.05,<0.05,0.07,1.14,85.883,<0.05,<0.05,<0.05,<0.05,0.712594,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,>6,0.04,<0.0002,-63.5,-198.4,,108.49,0.123,0.009040833,1.348962883e-09,7.413102413e-06,0.0025884,0.961681736,0.035729864,0.009347872,467.3935772,14928.62016,6936.241155,4091.56336,2.0,108.8646692119359,,
Sample_054,-80.49,40.19,Extra,2024-07-17,17:00:00,well,17.2,6.13,620.0,7.04,7.02,227,<5,0.096,37.5,30.5,0.0273092369477911,5.78,0.01,0.14,87.1,<0.005,1.65,13.2,<0.005,23.5,0.02,4.84,0.41,bd,3.99,<0.05,0.25,14.1,<0.05,323.48,<0.05,<0.05,0.16,0.49,0.711965,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.016,<0.0002,<0.0002,,,,65.34,0.141,0.005445,9.120108394e-08,1.096478196e-07,0.153883354,0.845651926,0.00046472,0.004609654,230.4826994,3209.524276,5927.362693,8748.164864,4.0,722.0893921708403,,
Sample_055,-80.46,39.99,Extra,2024-07-18,12:00:00,well,16.3,1.32,1792.0,7.61,7.83,668,12,1.84,178.0,13.6,1.0096385542168675,0.229,<0.01,0.14,5.55,0.01,1.84,1.5,0.03,459.0,0.04,3.23,0.26,bd,12.0,<0.05,0.37,0.85,1.24,223.679,<0.05,<0.05,0.07,0.07,0.712441,1e-05,,<0.04,<0.04,<0.04,<0.08,<0.06,13,0.24,0.0054,-64.31,-188.0,,184.73,1.584,0.015394167,2.454708916e-08,4.073802778e-07,0.04660035,0.951457024,0.001942626,0.014707081,735.3540528,23624.30072,22674.37775,8626.92501,6.0,5800.230696990197,0.0,
Sample_056,-80.42,40.28,Extra,2024-07-18,17:00:00,well,13.3,1.73,589.0,7.29,7.51,276,<5,0.064,8.17,23.8,0.0337349397590361,1.3,0.01,0.25,73.1,<0.005,1.99,31.4,<0.005,8.85,0.01,4.62,1.04,bd,6.98,<0.05,0.06,0.99,<0.05,814.263,<0.05,<0.05,<0.05,0.32,0.711498,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.019,0.00033,<0.0002,,,,79.73,0.106,0.006644167,5.12861384e-08,1.9498446e-07,0.092747841,0.906366424,0.000885735,0.006033963,301.6981611,3852.114518,5577.322046,11739.15356,2.0,619.2671980779597,,
Sample_057,-80.3,40.31,HS/I,2024-07-19,11:00:00,well,13.0,0.999,615.0,6.88,7.41,224,<5,0.161,40.8,34.6,0.0329317269076305,3.41,0.01,0.13,74.4,<0.005,1.45,14.0,<0.005,31.7,0.01,4.93,0.39,bd,5.12,<0.05,0.14,1.93,0.17,298.014,<0.05,<0.05,0.3,0.54,0.7115,8e-06,,0.49,0.95,<0.04,<0.08,0.28,0.00088,<0.0002,<0.0002,,,,64.03,0.141,0.005335833,1.318256739e-07,7.58577575e-08,0.208188495,0.791510581,0.000300924,0.004226524,211.3261968,657.1243631,727.1876248,7628.552286,2.0,1053.311150080893,,
Sample_058,-80.47,40.25,HS,2024-07-19,13:00:00,spring,15.4,5.52,580.0,6.94,7.55,274,<5,0.094,1.45,42.3,0.0144578313253012,1.87,0.01,0.16,104.0,<0.005,1.07,11.2,<0.005,4.02,0.01,4.86,0.33,bd,4.85,<0.05,0.08,3.07,<0.05,264.954,<0.05,<0.05,0.08,0.48,0.711415,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.00035,<0.0002,<0.0002,,,,76.91,0.229,0.006409167,1.148153621e-07,8.7096359e-08,0.186321617,0.813323355,0.000355029,0.005217248,260.8624045,1091.52708,6679.698226,13993.31266,4.0,178.2948700832224,0.0,
Sample_059,-80.27,40.33,HS,2024-08-12,11:20:00,well,13.8,9.13,447.6,6.92,7.16,201,<5,0.115,4.03,25.8,0.0400925212027756,5.15,0.01,0.11,61.2,<0.005,1.36,17.2,<0.005,5.4,0.02,5.42,0.41,bd,8.44,<0.05,0.22,4.91,0.42,375.87,<0.05,0.08,0.14,0.44,0.711306,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0002,,,,56.36,0.088,0.004696667,1.202264435e-07,8.317637711e-08,0.19340745,0.806256446,0.000336104,0.003789838,189.4918929,1063.619549,2902.301055,6450.850392,4.0,1082.274410390736,82.19862781647156,
Sample_060,-80.27,40.33,HS,2024-08-12,12:45:00,well,13.8,0.62,526.0,7.41,7.59,232,<5,0.346,16.6,23.5,0.0501156515034695,0.74,0.01,0.23,45.3,<0.005,2.36,24.4,0.01,27.7,0.01,4.79,1.8,bd,14.6,<0.05,0.19,0.2,0.36,1612.15,<0.05,0.11,<0.05,<0.05,0.711616,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.02,<0.0002,<0.0002,,,,61.93,0.035,0.005160833,3.89045145e-08,2.570395783e-07,0.071947149,0.926858826,0.001194025,0.004795906,239.7953195,813.6843395,2836.393041,6213.429822,5.0,1326.744462622665,260.5343893424702,
