Site ID,Longitude,Latitude,Sample Group,Date,Time Sampled,Source,Temp,DO,SC,Field pH,Lab pH,Alkalinity,Gas Rover Reading,F,Cl,SO4,Br,NO3,Al,Ba,Ca,Fe,K,Mg,Mn,Na,P,Si,Sr,Ti,Li,Be,Ni,Cu,As,Sr.1,Cd,Tl,Pb,U,87Sr/86Sr,87Sr/86Sr Error,87Sr/86Sr Ratio,Benzene,Toluene,Ethylbenzene,"m,p-Xylene",o-Xylene,Methane,Ethane,Propane,δ13C1(‰),δDC1(‰),δ13C2(‰),DIC (mg C/L),DIC (SD),DIC (mol/L C),[H+],[OH-],a0 [H2CO3],a1 [HCO3-],a2 [CO32-],Alk (eq/L),Alk (mg CaCO3/L),NEAR_UOG_DIST,Impoundment_DIST,Recent_Spill_DIST,TPI300,Near_Road_DIST,NEAR_MINE_DIST,NEAR_COG_DIST
Sample_061,-80.36,40.28,Extra,2024-08-12,14:30:00,well,15.4,1.07,548.0,7.05,7.5,264,<5,0.135,2.23,32.4,0.0246723207401696,0.276,0.01,0.17,79.5,<0.005,2.07,17.4,0.04,10.9,0.02,7.25,1.07,bd,10.3,<0.05,0.22,3.08,0.48,979.71,<0.05,<0.05,0.16,<0.05,0.711747,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.00045,<0.0002,<0.0002,,,,73.26,0.281,0.006105,8.912509381e-08,1.122018454e-07,0.150907508,0.848615281,0.000477211,0.005186646,259.3323058,5625.389346,3411.830347,12548.4467,4.0,247.3715163448925,,
Sample_062,-80.39,40.24,HS,2024-08-12,16:00:00,spring,18.1,8.68,539.0,7.36,7.3,240,<5,0.098,3.79,31.9,0.0246723207401696,6.62,0.01,0.1,101.0,<0.005,0.03,6.17,<0.005,3.4,0.02,4.07,0.24,bd,4.87,<0.05,0.12,<0.05,0.15,230.17,<0.05,<0.05,<0.05,0.54,0.711715,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0002,,,,65.42,0.21,0.005451667,4.365158322e-08,2.290867653e-07,0.080033814,0.918911135,0.001055051,0.005021286,251.0643106,1516.13447,2248.170348,12562.34507,2.0,29.45836131214838,,
Sample_063,-80.35,40.28,Extra,2024-08-13,09:30:00,well,12.0,0.409,536.0,6.87,7.24,244,<5,0.129,4.02,41.5,0.0292983808789514,0.118,0.01,0.15,81.7,0.5,1.18,17.2,0.19,4.98,0.02,6.59,0.49,bd,9.8,<0.05,0.11,<0.05,0.13,452.65,<0.05,<0.05,0.14,<0.05,0.711821,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0014,<0.0002,<0.0002,,,,68.51,0.018,0.005709167,1.348962883e-07,7.413102413e-08,0.212011167,0.787696176,0.000292657,0.00450037,225.018482,4923.022277,3253.482284,12959.5611,5.0,659.0333415477279,,
Sample_064,-80.35,40.28,Extra,2024-08-13,11:00:00,well,13.3,9.17,525.0,7.18,7.39,247,<5,0.054,1.12,29.2,0.0254433307632999,8.38,0.01,0.14,95.4,<0.005,0.91,11.0,<0.005,2.04,0.02,5.09,0.26,bd,3.32,<0.05,0.34,4.26,<0.05,252.88,<0.05,<0.05,<0.05,0.26,0.711478,7e-06,,<0.04,<0.04,0.1,<0.08,<0.06,0.00085,<0.0002,<0.0002,,,,67.17,0.123,0.0055975,6.60693448e-08,1.513561248e-07,0.116393702,0.882936522,0.000669776,0.004949821,247.4910305,4574.389916,3359.952051,12842.28124,5.0,849.2491355791459,,
Sample_065,-80.42,40.22,HS/I,2024-08-13,13:15:00,spring,21.4,0.587,620.0,7.02,7.54,304,<5,0.066,11.4,29.7,0.0354664610639938,7.47,0.02,0.17,127.0,<0.005,1.47,7.85,<0.005,5.26,0.02,5.52,0.28,bd,6.9,<0.05,0.34,4.9,0.12,271.91,<0.05,<0.05,0.39,0.94,0.711667,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0003,,,,85.54,0.333,0.007128333,9.54992586e-08,1.047128548e-07,0.159978785,0.839580597,0.000440618,0.005991101,299.5550658,504.0010228,1814.130068,10276.45176,6.0,2106.216916675378,,
Sample_066,-80.28,40.34,HS,2024-08-13,15:00:00,well,15.3,1.83,2392.0,6.63,6.92,322,<5,0.11,568.0,71.6,0.1241326137239784,3.34,0.01,0.14,219.0,0.01,3.59,37.1,<0.005,193.0,0.02,5.96,1.33,bd,18.1,<0.05,1.21,13.2,0.24,1302.45,<0.05,<0.05,0.56,0.68,0.711433,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,76.14,0.386,0.006345,2.344228815e-07,4.265795188e-08,0.318631752,0.681222606,0.000145643,0.004324014,216.2006937,918.7072848,2965.891574,4601.60802,4.0,2947.119256933481,0.0,
Sample_067,-80.28,40.34,HS,2024-08-13,16:30:00,well,15.2,2.14,842.0,7.09,7.39,264,<5,0.116,79.3,56.8,0.0316114109483423,1.29,0.01,0.1,126.0,<0.005,2.03,21.3,0.01,12.6,0.02,4.87,0.48,bd,13.1,<0.05,0.55,3.36,0.11,447.99,<0.05,<0.05,0.24,0.42,0.711286,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0002,<0.0002,,,,73.02,0.035,0.006085,8.128305162e-08,1.230268771e-07,0.13947484,0.859994892,0.000530269,0.005239564,261.9782014,1016.83808,2902.683634,4571.516422,5.0,3026.322207507466,10.60422894963129,
Sample_068,-80.35,40.31,Extra,2024-08-14,09:00:00,well,13.6,0.828,1121.0,6.48,6.95,171.70000000000002,<5,0.114,217.0,38,0.07710100231303,0.597,0.01,0.15,136.0,0.06,2.07,25.8,0.07,31.5,0.01,5.81,0.54,bd,11.5,<0.05,0.52,2.33,0.1,544.42,<0.05,<0.05,0.19,0.25,0.711589,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0066,<0.0002,<0.0002,,,,52.14,0.438,0.004345,3.311311215e-07,3.01995172e-08,0.397805651,0.602103217,9.113200973e-05,0.002616629,130.8314742,3771.13207,3929.700532,9413.939202,4.0,28.5236073095921,,
Sample_069,-80.36,40.31,C,2024-08-14,10:30:00,well,13.1,7.57,554.0,7.14,7.6,277.2,,0.115,4.83,21.1,0.0239013107170393,1.9,0.01,0.17,92.3,<0.005,1.46,9.92,0.01,12.7,0.02,4.77,0.51,bd,7.59,<0.05,0.54,5.61,<0.05,479.33,<0.05,<0.05,<0.05,0.26,0.711478,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0001,<0.0001,<0.0002,,,,74.09,0.228,0.006174167,7.244359601e-08,1.380384265e-07,0.126213288,0.873182617,0.000604095,0.0053987,269.9350083,5044.635854,5120.163149,9483.927123,2.0,945.3552409778856,,
Sample_070,-80.36,40.32,C,2024-08-14,11:30:00,spring,18.9,9.06,553.0,7.37,7.74,270,,0.101,6.64,20.7,0.0223592906707787,1.31,0.01,0.15,98.4,<0.005,0.98,10.8,<0.005,3.48,0.03,4.26,0.32,bd,3.72,<0.05,0.16,1.82,<0.05,306.21,<0.05,<0.05,<0.05,0.27,0.711335,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0002,,,,70.54,0.053,0.005878333,4.265795188e-08,2.344228815e-07,0.078352839,0.920565591,0.00108157,0.005424299,271.2149412,5012.396604,5073.02265,9452.532657,1.0,879.8439405555652,,
Sample_071,-80.42,40.22,HS/I,2024-08-14,13:15:00,well,14.3,0.398,809.0,7.36,7.63,404,,1.4,8.54,26.8,0.0593677717810331,6.23,0.01,0.18,40.9,<0.005,3.26,10.3,0.01,138.0,0.03,5.23,0.61,bd,13.1,<0.05,0.29,2.53,0.18,583.02,<0.05,<0.05,0.35,0.19,0.711666,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0041,<0.0002,<0.0002,,,,106.74,0.403,0.008895,4.365158322e-08,2.290867653e-07,0.080033814,0.918911135,0.001055051,0.008192669,409.6334669,589.1525363,1231.733047,9772.416767,4.0,1526.118683904431,,
Sample_072,-80.42,40.22,HS/I,2024-08-14,14:30:00,spring,15.3,8.49,672.0,7.87,7.84,294,,0.076,11.0,41,0.0331534309946029,26.8,0.01,0.15,117.0,<0.005,2.47,17.6,<0.005,9.64,0.04,4.93,0.39,bd,4.86,<0.05,0.23,0.11,0.18,364.02,<0.05,<0.05,<0.05,0.53,0.71134,8e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0003,,,,78.03,0.035,0.0065025,1.348962883e-08,7.413102413e-07,0.026115415,0.970279655,0.003604931,0.006356853,317.84267,589.1525363,1231.733047,9772.416767,4.0,1526.118683904431,,
Sample_073,-80.36,40.31,C,2024-08-14,17:00:00,well,13.2,0.345,590.0,6.67,7.17,260,<5,0.086,6.49,45.3,0.0285273708558211,0.179,0.01,0.1,107.0,<0.005,0.95,10.3,0.02,3.62,0.02,4.66,0.4,bd,7.66,<0.05,0.43,<0.05,<0.05,388.59,<0.05,<0.05,<0.05,0.22,0.711574,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0003,<0.0002,<0.0002,,,,79.27,0.245,0.006605833,2.13796209e-07,4.677351413e-08,0.298973473,0.700862229,0.000164298,0.004631783,231.5891353,5257.694582,5355.398192,9443.601523,5.0,1193.326843968181,,
Sample_074,-80.34,40.3,Extra,2024-08-15,09:00:00,well,12.8,5.98,426.7,6.68,7.58,196,7,0.178,2.72,31.7,0.0277563608326908,2.31,0.02,0.11,69.4,<0.005,1.26,10.6,<0.005,4.26,0.01,6.82,0.24,bd,11.5,<0.05,0.16,3.85,0.29,235.09,<0.05,<0.05,<0.05,0.28,0.711522,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.00042,<0.0002,<0.0002,,,,53.98,0.281,0.004498333,2.089296131e-07,4.786300923e-08,0.294168836,0.705661888,0.000169276,0.003175664,158.7832124,3071.148463,3553.887289,9828.503719,4.0,202.9293502909491,851.2008831811498,
Sample_075,-80.4,40.23,HS,2024-08-15,11:00:00,spring,18.2,6.49,691.0,6.88,7.22,324,<5,0.094,5.0,33,0.0239013107170393,11.5,0.01,0.16,129.0,<0.005,2.73,11.2,<0.005,5.24,0.03,5.05,0.38,bd,4.79,<0.05,0.35,4.62,0.13,360.28,<0.05,<0.05,0.11,0.59,0.711517,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0028,<0.0001,<0.0002,,,,92.95,0.018,0.007745833,1.318256739e-07,7.58577575e-08,0.208188495,0.791510581,0.000300924,0.006135515,306.7757445,1098.946334,3303.558073,11545.50799,4.0,1112.144014770462,,
Sample_076,-80.34,40.31,Extra,2024-08-15,13:00:00,well,15.2,1.67,666.0,6.69,7.28,223,<5,0.195,51.1,32.8,0.0501156515034695,2.24,0.01,0.17,86.7,<0.005,2.03,14.9,<0.005,25.7,0.02,5.66,0.45,bd,13.5,<0.05,1.47,5.25,<0.05,436.29,<0.05,<0.05,0.77,0.48,0.71169,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0003,,,,67.73,0.21,0.005644167,2.041737945e-07,4.897788194e-08,0.28940951,0.710416104,0.000174386,0.00401152,200.5760115,2991.064351,3396.709552,9574.119282,4.0,25.90582646585288,919.7253997802218,
Sample_077,-80.46,40.22,HS,2024-08-15,15:45:00,well,14.4,4.02,1354.0,6.37,6.62,175,<5,0.131,286.0,53.2,0.0732459521973785,0.191,0.02,0.05,177.0,0.06,2.66,13.7,0.41,60.6,0.01,7.15,0.5,bd,34.5,<0.05,1.14,1.9,<0.05,475.11,<0.05,<0.05,<0.05,<0.05,0.711652,9e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0003,<0.0002,<0.0002,,,,58.56,0.316,0.00488,4.265795188e-07,2.344228815e-08,0.459762591,0.540173944,6.346490461e-05,0.002636265,131.8132564,783.3251927,3971.173066,10956.97484,5.0,19.12887125648092,,
Sample_078,-80.46,40.22,HS,2024-08-15,17:00:00,well,17.8,1.09,967.0,6.91,7.18,208,<5,0.072,159.0,26.2,0.0439475713184271,2.47,0.01,0.19,133.0,<0.005,2.66,27.7,0.03,10.4,0.01,5.38,0.39,bd,12.2,<0.05,0.37,5.85,<0.05,370.02,<0.05,<0.05,0.11,0.47,0.71218,6e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0003,<0.0002,<0.0002,,,,59.96,0.14,0.004996667,1.230268771e-07,8.128305162e-08,0.197026385,0.802646633,0.000326982,0.004013784,200.6891788,626.0040743,3873.018222,10800.74643,6.0,86.5371477422268,,
Sample_079,-80.32,40.33,HS/I,2024-08-16,09:00:00,well,12.8,0.707,658.0,7.2,7.5,309,<5,0.32,17.2,23,0.0408635312259059,0.327,0.01,0.19,50.1,<0.005,2.08,10.4,<0.005,85.9,0.02,5.44,0.94,bd,13.9,<0.05,0.14,2.01,0.27,889.83,<0.05,<0.05,0.14,0.19,0.711548,7e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,0.02,<0.0002,<0.0002,,,,84.49,1.227,0.007040833,6.309573445e-08,1.584893192e-07,0.111736938,0.887558049,0.000705012,0.006259171,312.9585721,1709.499297,1714.696848,6671.218973,4.0,2840.997464973573,,
Sample_080,-80.33,40.28,Extra,2024-08-16,11:00:00,well,19.8,8.22,677.0,7.05,7.14,244,<5,0.09,2.86,115,0.0254433307632999,0.299,0.01,0.07,134.0,<0.005,1.48,7.75,<0.005,2.89,0.01,4.21,0.35,bd,11.1,<0.05,0.65,2.97,0.1,331.62,<0.05,<0.05,0.3,0.35,0.711512,5e-06,,<0.04,<0.04,<0.04,<0.08,<0.06,<0.0002,<0.0002,<0.0002,,,,69.25,0.701,0.005770833,8.912509381e-08,1.122018454e-07,0.150907508,0.848615281,0.000477211,0.004902748,245.137412,3044.598013,4480.479736,11999.63339,6.0,225.0019364901689,,
Sample_081,-80.17,40.21,S,2024-09-16,11:15:00,well,14.2,4.24,728.0,6.76,6.89,305,11,0.129,20.5,55.9,0.0315533980582524,1.51,0.01,0.18,106.0,<0.005,1.43,20.5,0.01,14.2,0.02,5.67,0.79,,7.08,<0.05,0.54,22.2,0.13,635.87,<0.05,<0.05,0.14,0.23,,,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0058,<0.0002,<0.0002,,,,89.61,0.46,0.0074675,1.737800829e-07,5.754399373e-08,0.257409317,0.742376579,0.000214104,0.005546779,277.3389255,8385.757069,8160.428689,1954.969634,2.0,1352.842618389873,0.0,
Sample_082,-79.96,40.14,S,2024-09-16,13:00:00,well,14.4,1.06,3485.0,7.43,7.77,541,<5,3.52,697.0,9.68,5.8128514056224905,1.78,<0.01,2.05,19.5,<0.005,5.22,9.96,<0.005,622.0,0.02,3.48,2.1,,61.9,<0.05,0.17,4.43,<0.05,1632.32,<0.05,<0.05,0.13,<0.05,,,,<0.04,<0.04,<0.04,<0.08,<0.06,0.14,0,<0.0002,,,,147.67,0.566,0.012305833,3.715352291e-08,2.691534804e-07,0.068928316,0.929817395,0.001254289,0.01147328,573.664002,11098.43661,21563.57089,2422.401229,1.0,1298.670715281142,0.0,393.6237580945696
Sample_083,-80.41,40.11,S,2024-09-16,15:00:00,well,17.6,6.75,621.0,7.23,7.62,183,<5,0.287,23.8,110,0.0590614886731391,6.36,<0.01,0.09,73.7,<0.005,2.21,10.4,<0.005,33.1,0.07,3.42,0.27,,4.35,<0.05,0.37,2.08,0.12,204.47,<0.05,<0.05,0.12,0.4,,,,0.06,0.1,<0.04,<0.08,0.08,0.00029,<0.0001,<0.0002,,,,45.25,0.071,0.003770833,5.888436554e-08,1.698243652e-07,0.105057193,0.894181735,0.000761072,0.003377661,168.8830491,10952.76109,10971.31468,2824.575755,5.0,888.6189889555626,,
Sample_084,-80.12,40.2,S,2024-09-16,17:00:00,well,13.5,0.416,686.0,7.08,7.32,272,<5,0.242,21.5,72.1,0.0315533980582524,0.038,<0.01,0.05,83.3,<0.005,2.19,28.5,0.06,14.7,0.02,5.9,0.55,,11.4,<0.05,0.32,1.56,0.12,462.21,<0.05,<0.05,0.11,0.35,,,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0004,<0.0002,<0.0002,,,,76.0,0.389,0.006333333,8.317637711e-08,1.202264435e-07,0.142263161,0.857220313,0.000516526,0.005435642,271.7820849,5910.536847,11478.09385,2820.231791,4.0,566.9513633221537,0.0,
Sample_086,-80.3,40.05,S,2024-09-17,09:00:00,well,13.5,0.331,1615.0,8.97,9.08,527,63,1.43,170.0,1.1,0.1253012048192771,0.116,<0.01,0.14,0.67,<0.005,1.16,0.31,<0.005,331.0,0.07,3.47,0.1,,6.4,<0.05,0.15,3.89,<0.05,87.34,<0.05,<0.05,<0.05,<0.05,,,,<0.04,<0.04,<0.04,<0.08,<0.06,57,0.58,<0.0002,-65.2,-219.3,,129.4,1.345,0.010783333,1.071519305e-09,9.332543008e-06,0.002038267,0.9533693,0.044592432,0.011251541,562.5770275,15746.36363,8070.241876,2975.306196,4.0,240.1539923710536,,
Sample_087,-80.25,40.03,S,2024-09-17,11:15:00,well,17.0,0.367,563.0,7.05,7.45,256,<5,0.088,26.4,9.34,0.0152610441767068,0.103,<0.01,0.81,78.4,0.86,1.73,9.88,0.2,18.9,0.06,8.46,0.61,,3.07,<0.05,0.1,<0.05,1.78,501.65,<0.05,<0.05,<0.05,<0.05,,,,<0.04,<0.04,<0.04,<0.08,<0.06,1.5,0.0011,<0.0002,-65.87,-153.9,,68.87,0.018,0.005739167,8.912509381e-08,1.122018454e-07,0.150907508,0.848615281,0.000477211,0.004875845,243.79226,12682.87558,7329.511904,2768.171526,2.0,35.17548511070559,,899.4059657019825
Sample_090,-80.18,40.08,S,2024-09-17,17:00:00,well,14.8,0.455,551.0,6.05,6.42,88,<5,0.082,80.7,47.8,0.0337349397590361,0.87,<0.01,0.07,36.2,0.02,7.01,8.43,0.09,47.3,0.01,6.27,0.25,,5.36,<0.05,2.19,2.88,<0.05,209.75,<0.05,<0.05,0.14,<0.05,,,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0031,<0.0002,<0.0002,,,,37.75,0.39,0.003145833,8.912509381e-07,1.122018454e-08,0.640052045,0.359927715,2.024022282e-05,0.00113152,56.57599588,4414.79571,4491.557226,2592.088597,2.0,1228.090063327217,,
Sample_091,-80.08,39.81,S,2024-09-18,09:15:00,well + rain,18.0,0.54,25.3,5.86,6.26,10,75,0.004,0.171,0.406,,0.238,<0.01,0.01,1.89,1.75,0.31,0.24,0.02,0.06,0.08,0.17,0.01,,0.16,<0.05,0.34,17.1,0.22,7.48,<0.05,<0.05,2.9,<0.05,,,,,,,,,,,,,,,5.09,0.02,0.000424167,1.380384265e-06,7.244359601e-09,0.733626607,0.266363722,9.671082188e-06,0.000111618,5.580883814,31848.63989,33732.13905,1108.939767,4.0,950.6202450232184,,
Sample_092,-80.31,40.29,HS,2024-11-20,13:30:00,well,12.9,9.2,1056.0,6.88,7.15,251,<5,0.17,122.0,82.5,0.0554216867469879,0.44,0.01,0.04,138.0,<0.005,2.84,32.9,<0.005,12.7,0.01,9.4,0.78,,38.03,<0.05,0.26,5.25,0.56,,<0.05,<0.05,0.1,0.18,,,,,,,,,0.041,0.0093,0.0031,,,,,,,,,,,,,,833.9869833,2915.8719,10001.2577,4.0,506.4529480671798,44.65176018239656,699.4335130787924
Sample_093,-80.29,39.76,S,2024-11-21,09:00:00,well,12.5,3.69,550.0,6.96,6.94,225,,0.082,4.06,27.7,0.033,1.48,<0.01,0.14,38.2,0.02,2.33,10.1,0.04,44.5,0.02,4.32,0.78,,8.38,<0.05,0.72,2.22,0.18,,<0.05,<0.05,0.28,0.66,,,,0.216960613,1.561526495,0.259107863,0.953895657,0.46380578,0.2,0.00082,0.00044,,,,,,,,,,,,,,40020.88102,37439.607,512.4001848,4.0,5339.040701268111,0.0,
Sample_094,-80.29,39.76,S,2024-11-21,11:00:00,well,13.3,6.75,431.0,6.73,6.74,156,,0.115,6.19,28.9,0.029718875502008,10.7,<0.01,0.1,55.5,<0.005,2.6,11.2,<0.005,15.3,0.02,5.05,0.39,,5.03,<0.05,0.35,5.38,0.2,,<0.05,<0.05,0.27,0.4,,,,<0.04,<0.04,<0.04,<0.08,<0.06,0.0091,0.0002,<0.0001,,,,,,,,,,,,,,40066.57086,37466.5934,576.7133577,1.0,5437.402042238157,39.14421357558633,
Sample_003-2,-80.09,40.12,HS/S,2024-05-06,15:45:00,stream,17.9,9.85,449.8,7.89,8.01,,<5,0.082,7.42,49.9,,0.21,0.01,0.08,62.8,<0.005,2.14,13.4,0.1,10.9,0.02,2.82,0.33,,3.32,<0.05,0.5,0.51,0.33,314.02232501857645,<0.05,<0.05,<0.05,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_085,-80.08,39.81,S,2024-09-16,19:00:00,stream,20.0,12.2,882.0,8.52,8.43,203,<5,0.4,52.7,164,0.2080321285140562,0.051,0.01,0.06,50.0,0.01,4.74,15.0,0.05,106.0,0.03,0.86,0.4,,3.74,<0.05,0.78,0.45,0.68,359.15,<0.05,<0.05,<0.05,0.56,,,,,,,,,,,,,,,49.96,0.018,0.0041633333333333,3.019951720402015e-09,3.3113112148259124e-06,0.0058923033276304,0.9778789457186348,0.0162287509537348,0.0042096757015464,210.48378507732264,,,,,,,
Sample_088,-80.07,39.83,S,2024-09-17,13:00:00,stream,20.4,9.38,509.0,8.06,8.09,177,<5,0.172,17.6,57.2,0.0305220883534136,<0.03,<0.01,0.09,38.4,0.02,5.33,10.7,0.03,47.7,0.02,0.83,0.26,,1.22,<0.05,0.96,0.63,0.8,231.78,<0.05,<0.05,<0.05,0.98,,,,,,,,,,,,,,,45.33,0.265,0.0037775,8.709635899560797e-09,1.148153621496884e-06,0.016985101984233,0.9773906021472316,0.0056242958685352,0.0037357239988835,186.78619994417744,,,,,,,
Sample_089,-80.08,39.8,S,2024-09-17,15:00:00,stream,,,,,7.64,199,<5,0.126,103.0,52.1,0.0449799196787148,0.032,<0.01,0.08,63.5,0.02,4.62,15.0,0.25,66.1,0.08,3.67,0.24,,0.61,<0.05,0.6,0.25,0.45,145.21,<0.05,<0.05,<0.05,0.38,,,,,,,,,,,,,,,49.64,0.0,0.0041366666666666,2.2908676527677693e-08,4.365158322401667e-07,0.043619589765195,0.954292645407166,0.002087764827639,0.0039652769579973,198.26384789986784,,,,,,,
